seed_script,followup_1,followup_2,followup_3
"    'A water cooler has been rearranged, as if the office is remembering something.',","The place where we were playing was very dirty. There seemed to be lots and lots of people sitting around, with the walls on fire, trying to guess which phone our team (I) had picked. It seemed like two telephone machines, each one except for 4 numbers, which weren't the right ones, and there seemed too many people sitting around making sure it didn't happen any more. That's when things got ugly. Next thing I knew some water was rising up out of a pond on the desk and I went to the bathroom. A little boy wanted me to have a beer with him and we ran in just looking at the bottom.",Interpretation None Answers to questions 2.,"Answers to questions 2. The swers are difficult: two or three pages of notes, but they are simple things with no answer. Answers to questions 3____ / 2___ Answers to photographs of the game: not clear, but we believe. Answers_________ I haven't seen them since last night. Answers to follow-up question: yes one is correct."
"    'The boardroom plays back a conversation, and no one seems to notice.',","In the game I am at the end. It is called Vaschal B. My dad is still alive and has been ill). I know I will win in the final, but in fact don't feel bad for saying so. Interpretation None. Answers to questions 2. Happy3. Actual participant4. Unpleasant8. No voice,9. Resort:10.","Interpretation None. Just one forgotten dream. When we play, which may be played on 12 June, if it is not repeated the next day; in which case I lose, but can eat breakfast and rest! Answers to questions 2. Unpleasant4.",Answers to questions 2. Happy3-5:00 am6:00 am--(one) At my house which is in England (my parents' home). Another student answers too. I wonder about tomorrow's answer.
"    'A water cooler plays back a conversation, even though it was decommissioned.',",Interpretation I am trying to find out how much fun this game is because we don't have any money. We just keep playing and then get frustrated. Answers to questions 2. Answers to questions12.,"The game seems too silly. There were 6 answers to our questions so we could keep making answers at each question. Answers To quarters 2. Happy3rd grade teacher4. Participant5, 7 or 10 years old: In control room: I am making answers to questions6, 10:00 PM: We are playing a game on telephone 7, 11-1 1:00 pm: I see our brother and sisters playing: the game.","Zena (from Uptown). She starts complaining about her shoes; her shoes need wearing out! Her hands move unevenly: we put them into a cardboard bag! How can we help her? Look at my shoes! I pick up two of those too, but she says: You have a stick your hand."
"    ""The server rack hums in Morse code, though it's not plugged in."",","My father tells me I can't play telephone because I can't seem to answer our questions. He wants to ask me some questions about singing music. Then we are at home, but there is a problem. There are two small boys around my neck; one is an older brother; and another is an older friend (like Father Andrew). Father Andrew shows us how to record a song, but with no luck; he has 2 tapes of only one track, yet we forget it!",Interpretation No interpretation. This may be because I had not answered the questions earlier or I hadn't done much except answering them. I have been very bored while I was on a bus; last night I took an exam and am waiting for answers to come. My mother is a baby. I don___________.,"Interpretation The game of telephone seems rather silly to me, because it occurred a long time ago -- about three years ago. Answers to questions 2. None3. Actual participant6. Neither7."
"    'The inbox has been rearranged, and no one seems to notice.',","Interpretation This game occurred at night and we were playing in some store with my sister. Answers to questions 2. Happy3pm: A real easy game of telephone. Answers to question 4. Unpleasant5am: Good luck everyone! It was easy, because you have nothing to worry about. Answers to questions 6.","Answers to questions 2. I could not believe I had asked her first, but still she looked so busy. Nurtured. I am lying down at a table. Then we are in bed. We look and feel the face we took from right away.","Characters: myself (a male), an unknown woman; 2 people I don't know. It seems as if I was with the other two. I think I was on my way out to town. It is winter and rainy. The wind is blowing very hard. I say I'll take you to the woods. I am alone and look and see a small green grassy area nearby where I stand up, but I do not do not step or touch the leaves. There is a small hole in the tree."
"    'The server rack keeps repeating, even though it was decommissioned.',","Interpretation None. Answers to questions 2. No6--- repeated7_____ (Went to school, was at my friend's, I think) 8------ - no9--- Next day, go to Germany with my friend Gail. My friend's father is there also for a few days, and I see her several times: she tries to have an argument, but finally gets away from me.","Answers to questions 2. Yes---(--no answer),No 3. Participant, answered, No 4. I have no idea who else it belongs to; I get away.",Interpretation None Answers to questions 2. Actual participant3_________ Answers to questions4 1st: actual participant5 out of 10 people6.
"    'The inbox plays back a conversation, and no one seems to notice.',","My long legs are out, and I'm going on down. It is crowded. A woman, who looks like Risa Lippert-C. I recognize her as a friend from the Vienna Film School who worked there. Her name is Barbara Lippert. I decide she looks good enough for my office because of her dress, but there's not much room for me here. It feels cold. So, I open the door and go down, which is very crowded, and find a man who resembles Bob J Howard from the film school where I worked. He wants to speak with me.","We sit together for a bit while, then I ask him if we are in town.",Interpretation No interpretation Answers to questions 2.
"    'The boardroom has been rearranged, with my old ID number flashing.',","Another woman comes up and asks, Where is your phone? I tell her it's at her house. Someone suggests we take the computer outside and get ready for school. Everyone goes home early. Then Frank comes in and says Oh no! We have to hurry and I can't find my van. We sit on the tracks.","Interpretation This is anime we're playing for dinner, not very well played; maybe we've done badly. Another woman wants us out soon so we won't have to wait to pick up our dishes (which is almost impossible).","She doesn't understand me though because of my confusion! BL] Anyway this is sort of like watching episode 19 in which I was the receiver of an Japanese baseball game. In the first frame it seemed like I saw no one bat, just me moving around with a straight swing."
"    ""The elevator is filled with light, like it's waiting for someone."",",The game ends. We return upstairs to the hotel's basement. There is a room under the door that is being searched. There is a man outside the door who wants to talk. I can't answer his questions; he just follows me around asking me questions like when and where are we going? This place is our last chance to have a good time before we die. I am waiting for him in the first place.,"Her husband goes inside to look around. There is a child in the room, probably some kind of behavior problem. Someone comes to the door and blocks its view. I walk around and ask a young lady to call them.",He answers us. I look at his family tree in bright green at their relationship with his parents - how? He has two sisters and one brother who looks rather sad and we keep the children with us. I find out from an upstairs neighbor that I can't find any Wendy and we'll be having dinner.
"    ""The inbox runs backwards, but I can't make it stop."",",Reynaldo and wonder what he'll do. Then there is a storm and rain on several occasions. Some people talk about some people in a swimming pool; very worried. The chief (male) asks how I would handle being away from them. I tell him that I had better let myself swim; but it's not a big deal since the other members were friends of mine and we are just friends like. Answers to questions 2.,"Interpretation A few people present the dream, including my boyfriend and Reynaldo himself and his girlfriend. At the end they ask if I have felt bad for everyone. I say no, because I know I had better take care of business. It won't be over soon if my friends stay.","The dream has some bearing on the theory of disease which I can hardly explain. Answers to questions 2 - Actual participant: Reynaldo is a boy who always lives outside. My real friend with whom we have been sleeping has been visiting. He is very good-looking, but somewhat pugnacious, and is not particularly attractive. There seemed to be a sort of an tension between us. This dream seems to come and then there's a series of nights we are lying and lying in bed talking."
"    ""The inbox keeps repeating, but I can't make it stop."",",Interpretation No interpretation Answers to questions 2. Happy3- Participant4- Neither5-Do not know Answers To questions2. Pleasant3. Finally home! My friends from school arrive. A guy from hometown came home.,Answers to questions 2. None3____ or 4______4______: I dreamt of 3 horses at the beach. The water is so deep I could hardly move and had some trouble in moving. I fell to the ground without permission. I felt so poor. I looked and saw a beautiful fish.,No4_______ 5. In reality6.
"    ""The elevator no longer responds, though it's not plugged in."",","Interpretation No interpretation or explanation Answers to questions 2. Yes I believe the elevator does work but does not connect in this way: cannot actually do so. My friends Marissa Camden and Bill Mather are sitting in my room next to my bed. It is night. Marissa has red roses on her head from being outside during much rain. I say to her, That is so beautiful!","We (my friends) each have a different bed: brown or orange carpeting. There is some confusion between Frank's room and Marissa's room. Marissa is not in the room and the stairs are locked; I am leaving. My boyfriend wants to get married to me. I go outside, but then go upstairs and put on black shoes. There is an expensive evening gown.",Interpretation I've left my fiance's room - we get there and go downstairs.
"    'A water cooler has been rearranged, with my old ID number flashing.',","Frank, who is in the bathroom, and ask him to come into the room and we can talk. I sit in a corner and am uncomfortable, as it would make me embarrassed to be sleeping through these games! It feels good but it doesn't look as good as you would expect. Finally he comes in to start the music on No Goodself. We are trying not to wake up too early; not having had a very good night's sleep yet! At one point they realize that I did. I don't want the children over. I realize that I was really sleep hour early on a regular alarmclock.","Answers to questions 2. Happy, Yes! They point out an interesting theme and some specific action: to do things together.","After I have entered the game, which I will use to answer several kinds of questions, I go upstairs to the next floor where there are two separate offices which are part of this building. I am playing with friends who are downstairs in the one below. One is a young woman who wants to get married but we don't want her getting divorced, but we also have a right to drive her. Setting: I play the game with this young woman and her friend. Characters: The young woman is short, with blonde hair and glasses; I'm not sure how much hair is going on in and her friend may be thin. She is a nice, dark-haired."
"    ""The boardroom no longer responds, though it's not plugged in."",","Cindy and a person called Richard. Cindy tells me her car is lost and has to be put out. The man answers, Look, we'll get you a new place to park your car - at a parking garage. Interpretation There is some kind of an argument with the patient on the ward namedatory. Answers to questions 2. No image.","Interpretation I am tired and I can't remember my dreams, so this is probably not correct. I would have to take these streets for something - and it is in black & white surroundings. A man tells me the new place won't be free because it is locked until mid-regency. I do not know how many games can be played; I don't feel comfortable going to one that way.","Answers to questions 2) In the presence or absence of any one man, no one answers these questions. No reply. Neither seems to be able nor do I hear what I want from him. I am hungry and I will have more time to say!"
"    ""The server rack prints out my thoughts, though it's not plugged in."",","Interpretation At least I can think of several possible scenarios: There is a good reason why I want this game! Answers to questions 2. A little scary - I knew it was a real situation, and I kept trying to explain how it works but I'm not sure. Answers to questions 2. Neither3. Actual participant4. No participant5. No Participant6.","My mother sees me and looks at her funny. I think to myself, Oh no wonder she's really into the contest! How silly. We played this game a few nights ago again, and while we were doing well we looked for another game of telephone as we got closer to bed. I'm thinking now I'll play a telephone. For some reason, I need this game for this game to be continued tomorrow. It's just too easy.","Interpretation So, I haven't really been playing a telephone in a long time. So when I thought of it for my last dream the first time I was going to play one. Answers to questions 2. I can't recall the date."
"    ""The breakroom runs backwards, though it's not plugged in."",","Interpretation No interpretation. Answers to questions 2. Happy3 am, 20 minutes: We are playing a game of telephone: you may try to use your dial tone asap. My phone rings.",Then I'm lost in an online shopping mall. Talk about a party; I have trouble finding my way. I look for him in stores because we are supposed to meet and go to a meeting with them.,"And I don't know if I can find him, or if I'd go get him by mistake. I feel frustrated. Interpretation None Answers to questions 2. Participant3. Neither7. Pleasant8."
"    'The training video plays back a conversation, with my old ID number flashing.',",Interpretation I was playing this game but do not recall the actual mechanism of it. We seem to be playing over many telephone lines over and over. I was telling someone that I never used to use these lines. Answers to questions 2. Participant3. Actual participant4. Participant5. No possible6. Unhappy7.,,"There is an interview on radio by Dr. Lee (a former Doctor). I say, You have two questions. The first one you can't recall now and then but I'll try to remember your question if possible. He looks at me with growing sorrow as he does so. In my dream a very ugly boy, 4 or 5 years old - I've never seen him before - stands behind Dr. Lee and suddenly I see him standing up in front of me and I raise my arm over his face, which is face down, and say, I love you although I do not wish to see him; I don't care. You are a father. After a short break I look up at a page of papers and am torn between 2 pages of them, but still very unhappy and sad."
"    ""The projector is filled with light, but I can't make it stop."",","Then we are in an auditorium where a movie is taking place. It seems like an amusement park/cinema. I want to be near people, but there are only few of us. At other times I am walking along the street trying not to run into people. This happened once or twice and finally I am no longer at fault. I am walking and walking very fast as it seems like it is all downhill. I also notice a number odd-shaped obstacles and obstacles on each side of the road. I pass several places very quickly so that I don't seem to be ahead of my vehicle (there are many people running through these obstacles to me).",Answers to questions 2.,"Interpretation No interpretation. This game was played before waking up, in my dream. Answers to questions 3-8:00am 10. We have no place to sleep. Answers To questions 11. Actual participant 12_____________. In reality I do not know who was playing the game. I have no furniture and no bed. Answers to questions 14."
"    'The boardroom is filled with light, with my old ID number flashing.',","My mother and sister sit by the front of the telephone. They keep losing telephone calls. I say: Hey-ie, - no answer. She's upset about it, like she's been through too much phone reception. Interpretation: At my school I had decided to play telephone games with some friends from work, and also with somebody else. They were friends also from high school which I haven___________ and I don't know. In this dream we were really good friends.","Interpretation Later I am in a room, at night I try to escape from her house. It is dark outside. One room is where I'm pretending to hide. One woman from the dream comes down to the room where one of us has done something really strange.","Answers to questions 2. No, it wasn't a game. In any case, when I was running off my own bed to get away from her house, I found a little boy -- I didn't recognize him. I tried again and again but he never came back. He seemed dead. At this point I dreamed that I would have to give up. I tried again but then none were successful."
"    ""My voicemail shows an old date, but I can't make it stop."",",Then a voice tells me to watch as all our brothers and sisters do theseings -- one boy gets off the pickup and puts my hand on his head. I stay in the car and try not to miss my telephone call; Then there is a crowd -- friends ( There are many others there. Then a dog comes under fire and I help him to save the phone. I go into a room to hide behind beds and hide under railroad rail. WALLY returns.,Interpretation No interpretation. Answers to questions 2.,Answers to questions 2. I am in the lead; I feel happy and strong.
"    'The inbox hums in Morse code, and no one seems to notice.',",In the game I'm talking with a man. He says that the wire is cut out so that a hole will be seen in the floor. I then realize that this is a mistake. The hole was made by thread and not the wood on which it is attached. Interpretation I had thought this game may actually cause me some sleepless nights because we seem to have a team of people who are playing telephone. Answers to questions 2. Anxious3. No answers; angry4. None5.,"This will make me sad, but then I can't sleep. We look for a telephone # in my closet, mine only one I have. Also note the hole is near the wall. Could someone help? Go outside and find a store to set up some more holes, but it is only an extra cost of $8 or less.",Interpretation [colored] No interpretation Answers to questions 2.
"    'A water cooler keeps repeating, and no one seems to notice.',","Interpretation The game has had two parts. Answers to questions 2. I am not playing the game, it is just an odd feeling when playing, no fun! This may be my fault! There are different floors: A little house with a long open room, like a large house, and lots of stairs. I go to get food from some store, but a neighbor tells me to wait until after dark. I wait downstairs and call the police when they are around. They come back.","It seems strange when I remember that game had 7 answers. It would just seem so strange to me, that I wish I could repeat to people that were answering the answers. I tell them the games and then I say I'll try another, since they must have the other words, I can't finish.","Interpretation To do so, I will dream about other people. For example we were playing telephone games with four or five other people when the game was not on. Answers to questions 2. Happy3. No background: In the dream the game was outside of Mather ground (the field). The game seemed easy."
"    'My badge is filled with light, and no one seems to notice.',","Interpretation We think there is only a short pause before we learn we have been playerubs. Answers to questions 2. None3_________4;5;6;7;8;9;10;11;12;13;14;15;16: 18; 17: 20 I'll call him at 6:30 and he'll come, but he says he just got sick. I am so tired Answers to questions 4: anxious5.","For some reason I can't take this game quite right now, because I need lots of food.",My sister Lydia is also asleep. Interpretation None Answers to questions 2. Happy3____ ( indicate I didn't want to take my game). We have several games at the Y: in a single room and the game is so easy!
"    'The projector has been rearranged, like a scene from a dream.',","Interpretation No interpretation. Answers to questions 2. I was in my bedroom at home and it was dark and had been raining. In color: yellow raincoat, without shoes: pink slouch, no shirt, white pants, green shirt. Answers to questions 2.",Answers to questions 2. Perplexed3 dreamed - I woke up. It wasn't a dream as it is usual for me to wake up in time. I woke up5 minutes before I woke up (in a dream).,"Interpretation None Answers to questions 1 and 3 4. In reality, I feel very uneasy about the way I am acting, such as lying down, even when asked, and talking more often about my work. Answers______________(1) than 7 years ago - if not interrupted and then realized."
"    'The boardroom shows an old date, and no one seems to notice.',",Interpretation None. Answers to questions 2. I'm not sure of. Answers to questions3.,"Answers to questions 2. Can't remember Answers to questions 3rd: No. The person who made this dream seem somehow IInd. Answers To questions 5. A little boy asks me if I am ailes off the level of a mountain with you. I know you are afraid; I am! It is a big mountain with a lot of trees in it. I say, Yes, and also explain why I want to go climb up!","Interpretation I had dreamed about going down it and when I woke up, I was scared. I don't recall what caused me fear or my thinking. Answers to questions 2. There were many different kinds of mountains covered in snow on a long day with a green blanket."
"    'The elevator hums in Morse code, even though it was decommissioned.',","This is a bit unusual. The other players had on a different level of control. They were also making noises and then sliding against a ceiling to change their position. The elevator continued to swing until all of the floors were at bottom level, and the ceiling began to rise. When the ceiling had reached the floor, I would try again to throw it down. After this time there was nothing anyone could do about it, no one except myself who felt very satisfied with my effort! We then started downstairs and I remember that I wasn't very well out of bed because everyone was getting up in the morning; everybody else kept running after me.",Answers to questions 2. Actual participant2.,"Participant is supposed to be a friend (or someone else) and that person is to answer 1st person. I do this every night. The person who answered first must continue in their text and then by writing. The question is about what kind of water should fall down on one of the beds. See 4 plastic clamps on the end of each bed and I am afraid they will break if a rain drops on the bed. There is also water in the bed as well. If I don't get to place the water, I can water others. I think the water will fall all over the floor of my bed."
"    'My voicemail hums in Morse code, even though it was decommissioned.',","This is one trick I have tried. First I hear my voice recorder being played, and then hear another voice. Interpretation None An old lady about 60 came to talk to me. On the radio, she said she wants to learn how to use an electric phone. In practice her voice has something to do with reading books and having home pages when you call them. The second difficulty is finding their exact contents, and we talk about this with someone else. Answers to questions 2. Happy4. A man I do not know.",May it be done again by me. Miss W. Can't find it. May I make her write me money or get a share?,"She is very attractive. At first I think she's only about 15 years old -- but later realize she must've been somewhere in her 30s. She tells me she wants to find the money, because we are the only people on the team. I get up from bed to go upstairs (I use my left hand for pulling against another man's hair, but not pulling him back). A woman who looks like Mary, perhaps Wendy is watching. I ask her which things she gives me for. Will they all go upstairs."
"    ""The breakroom glows slightly, like it's waiting for someone."",",Interpretation This dream seems to be taken from an outside window rather than on our own. Answers to questions 2. None3 and 14. A little later on at night: I was at my best friend Annie's house at my old elementary school Mrs. Miller's backyard. She has just gotten married and we have 3 or 4 children. We laugh and joke and play games together. Answers To questions 15. Dream) 2. Long distance3.,"The telephone rang, then I got up, thinking I had answered it; but she wasn't home. I called back a few minutes later and couldn't remember why she was there. I had been looking. She said she thought for a place to stay, and since I'd only called to see if possible rooms were available.",Answers to questions 2. Happy3. Anxious8.
"    'The boardroom shows an old date, and no one seems to notice.',",Interpretation No interpretation Answers to questions 2. Happy3pm - I go down to talk to several people who are friends. I don't know who they are. Answers to questions 4.,"Answers to questions 2 or 3, 1 answered as follows: yes Answers to questions 5. An unidentified male, who I can not identify. I am really scared Answers to questions 6. The first one is as follows: He says: It's raining Aswers to follow by: No7.","It might be true or may be fake. But I believe it is not. I am not afraid at all. The words I can identify as being those on my answering machine were answers to questions 5 and 6. The answer was 8, which seemed much more complex than 4-5 octaves to me. And they seem so clear after having been answered. This may be why so clear I don't answer these questions properly."
"    ""The breakroom is filled with light, like it's waiting for someone."",","It wasn't actually a game, but we just had it. We've heard of many such games and can't find any to try again. But no one is prepared for this. The man who was supposed to be helping me, the gameer, is now too heavy to hold in weight. We must move my hands by holding them. He has to put me down at a much lower angle so that I won't fall into half of the water.",Interpretation None. Answers to questions 2. Actual participant3. Participant5 am very sad6. No actual participant7. Unpleasant7: Pleasant8.,"Yes, I feel frustrated and annoyed with myself. Good4 dreamed. Answers To questions 5 stars. Answers to follow-up questions 6 1. Wary31997-06. Anxious6. In our house."
"    'The boardroom runs backwards, even though it was decommissioned.',",Interpretation It is unclear to me whether this seems like real football game. It may have been about the same game in which I played. The only difference is that the players were black--and with the new phone system it had previously functioned differently. There seem to be some confusion between our team and ourselves; probably due to our having moved from one place to another. In the present version there was just me and my friend Mary. Answers to questions 2. Happy3.,"This seems to mean we were playing football as a normal game. But there seem to be other games going on, but I don't remember them. At school this is the end of the week. My family is up here and our friends are leaving. The school has also gone home but their parents have left.",Interpretation No interpretation Answers to questions 2. None3. Pleasant5. Pegasus College: Our class was on a Sunday School trip.
"    ""The boardroom glows slightly, though it's not plugged in."",",Interpretation None Answers to questions 2. Pleasant5. Actual participant6. Answers to questions1. Actual participant4. Unpleasant6. An older man in the dream7. I'm not sure who--I can't talk.,Answers to questions 2. CD: I play 7:30 am CD: someone is playing telephone (just my brother). Answers to question 1.,"That means he will not be able to eat and must leave the game at 7 am, rather than take an hour wait for the meal. At 8 am he says he can stay. I answer 5 and then realize that I have forgotten to take a shower in ten minutes. A group of people are getting ready for church service at Church--as we prepare to sing St. Patrick's Day hymn ofistle."
"    ""A water cooler shows an old date, like it's waiting for someone."",",Interpretation I had a wish to play phone but decided not to. Answers to questions 2.,Answers to questions 2. To whom do I belong? No4 am: I do not want to play phone but the answer is that I want it but have not played many games since I was a baby (but not in real life). I talk to Mrs. Smith at the door.,"There's two big waves - about 10 feet high, about 8 feet long. It is pleasant."
"    ""A water cooler keeps repeating, like it's waiting for someone."",","Interpretation I have not been to a water closet and I thought I remembered how long it has been since there was a shower. Answers to questions 2. Washing the stove: first I put it outside at night (and then tried again) and a large clear plastic spool gets stuck on the top of my head and I get upset because I didn't use a spool. It will eventually break off, but it won't hurt to have it hanging from the ceiling. Answers by phone 3.",Answers to questions 2. I was playing a board game with him and he was playing at home.,Interpretation There is no possible explanation for any such player-inmate action. Answers to questions 2. My own feelings about Andy may be a influence. None6_______ B_____ (Walking from our house to home with me to the backyard.
"    ""The boardroom shows an old date, like it's waiting for someone."",","He has left his coat on his bed. I say I had better get dressed and leave. The next day I go to see him, but he is not there yet as he is asleep in bed. I ask him if he wants to come back, but he leaves the room before I can get dressed. I go into the kitchen and find clothes, my jacket and trousers and my long, slabby corduroy slip down my pants, which are very loose and look terrible.","Interpretation None Answers to questions 2. Tired4. Actual participant - actual participant: father, mother, neither.",Answers to question 2 3. I am to play a game on Sunday night. The hostess said it was too time for us and if you could only play one game instead we had better have three. Answers not found2. In trouble4. Pregnant of father5. Home but outside7.
"    ""The projector runs backwards, though it's not plugged in."",",Interpretation I don't know if I had had this dream before. Answers to questions 2. Actual participant5. Participant6. Pleasant7. Answers by speaker2. There were no answers to questions3. One person6 out of room7.,"The game can be played in the hallway of our dormitory, in a large room with a window at the end of the door leading into the hall. See yellow lights shining from wall and ceiling.","My father is behind my mother. The screen is black. My uncle is also in the room. I sit outside. He is playing another phone on the table above us. We have a game but we still have time to try. The window is small -- about 4 inches wide. A light-hearted old man is behind the table. A thin boy has called. The good old man is not happy about not having heard from him. One of the old men tells them the telephone was given to him for me. I say, I'll get him a new one. He is rather replies: Why?"
"    ""A water cooler prints out my thoughts, but I can't make it stop."",","There is a large room that doesn't even look like it does in waking life. It feels like there's a railroad there. It looks more like an old building. The lights are off. The first time I try one on, all five times the switches would not lock properly. A second time my switch was turned right and I could never get it to close. My attention was gone from the screen where my keyboard keyboard is. When I thought this, I couldn't figure out why, since I couldn't find any keyboard and just couldn'ttype much. I decided to try another one. And finally while we're doing this (I have my window open) I notice that it has a radio in it that has some music playing on it.",,"The players have two long poles with fixed strings. When the first pole is broken, someone has to try again. They do succeed and continue. One pole goes thru about 25 yards. After getting all the pieces, I ask for an ice pack -- because there are noivering, cold fingers around it, I think. But some little guys are trying and they have one for me, so I take it home by mail without a pen. I take the package home, but find myself in a huge old barn. It has a broken screen door and 3 windows. In the hall are many small doors, and we must move or climb up a ladder. A man gets in and I open one, and see someone looking to greet him from behind, but I have trouble holding my keys. I find only three keys to keys to leave."
"    ""The inbox shows an old date, though it's not plugged in."",",Interpretation No interpretation. Answers to questions 2. Happy3 yes: That is my old favorite game of telephony - the first time we'll have to wait for a long while. I could make it happen.,Answers to question 2. At home)7.,"Interpretation I was surprised that I didn't use this word! But that's all I can say. The game is quite similar and there's no real difference. If it were repeated the same way in the dream, if the third line were repeated in real life the way it would sound or be heard in the dream. Answers To questions 2. It's on telephone: In any6. My mother: there7."
"    'The projector hums in Morse code, even though it was decommissioned.',","The door is unlocked. I go to tell my father where our game room is and say that I saw way too many rooms in there. I am happy that people will come into view of me. My father, a dark, thin man, (like Frank Zimenegger) with hair like Wm. She puts on several attractive clothes and is very open about her beauty; I leave to go back, at which point she calls me on the telephone and tells me how well I'm doing; How much are you doing?","A little boy brings out an attractive boy with long hair - looks like him from above; I am now friendly, but I can't find his parents.",Interpretation None Answers to questions 2. Happy3. Actual participant4pm-- shift: outside in a field of flowers Answers To questions 5. Participant7. On land9. Unhappy12. Unpleasant13. Nolaved14.
"    'The server rack has been rearranged, as if the office is remembering something.',",It takes care of some problem during play; we apologize for having taken care of the phone. Later we go to leave and go to bed to rest. The door opens a little later and I run off to find my parents and explain to them about what has happened since then. They ask why I couldn't walk. I explain that I had only gone to get a ride but I haven't gone there yet and as soon as it gets close again there is too much time for it - so I can hardly be able to sleep.,"As I leave, my father calls for me to call him at the hospital. A small doctor whose name I can't remember comes up but it's not his. She tells him we will take you home. I explain what happened to us, but say we won't have to rest. He leaves.",Interpretation I didn't think it was possible for me to leave school without permission from my parents and siblings. Answers to questions 2. Happy3. Actual participant4. No emotion6. Unpleasant7. No color8.
"    'The breakroom no longer responds, like a scene from a dream.',","Bill C and his family and their sisters. I am explaining to them and discuss with them about being able to continue the game without any problems. The woman upstairs is also upset, trying to keep up with me, even though there weren't many questions. I go to an empty room with a wooden couch and three drawers. When I find I didn't use it all, my parents tell us to keep the others in mind. I go to walk to another one, but in a corner it says No (this is not a correct sign). I feel ashamed.","The woman downstairs says its OK because she does go there for only a few minutes. When the woman comes to get things ready we need they'll make her a breakfast. I say good-bye, and go upstairs and she heads downstairs -- feeling sad.",Interpretation No interpretation. Answers to questions 2. Happy3. Actual participant4. Pleasant6.
"    'The projector glows slightly, even though it was decommissioned.',","Interpretation This has been my dream. I am afraid it would be confused and become reality, but my dreams will remain true. Answers to questions 2. No10.","See a girl who asks about getting her baby ready. Then there is a discussion with Marissa Camden, whom I don't like; then Frank Zeeniek and others about a car and piano, how to leave the house and swim.","Retreat Center were in his room: he gets annoyed at them, but when he returns, they areniasts at the Retreat Center too! He comes back and says I am tired, I have to go and make up. But Frank and I are wearing pajamas. And then there is no shoes."
"    ""The projector no longer responds, though it's not plugged in."",","Later I walk down a corridor and see a woman wearing a fur hat: I ask her if she meant a cat or dog, as she says: No, it is just one. I run over to my grandfather: he stands on a bench-- He lies in pain and says: You will be sorry for your pains but says: Yes, I take them down soon.",Setting: A big auditorium that I've never seen before. It was shaped like our old office at school. Characters: The woman wearing a fur hat with a yellow collar-- appeared very resembles a lady.,"Interpretation No interpretation except for my interpretation, because it may be that we use a time machine. Answers to questions 2. We need to get up by 10:00 pm."
"    ""The boardroom no longer responds, like it's waiting for someone."",",Interpretation In this dream my brother/wife is actually having a baby and we are trying frantically to get the babies downstairs. It wasn't there last night because I hadn't told him that. Answers to questions 2. Afraid3.,The baby has trouble opening his mouth while it speaks. A friend (male) says: How can you speak in front of a boy that doesn't understand? The parents themselves believe they know all about it and are glad to see it in its condition; I wait with them until someone asks to sleep in another room at home.,Interpretation The game of telephone (that which I don't know) has played some large part in my childhood. I had a vivid memory during this dream. There seemed to be such many people in the room; they were all my friends.
"    'The boardroom glows slightly, with my old ID number flashing.',","The game is to be repeated one at a time. Then someone has suggested a game which we should not attempt because it might be considered stealing. Interpretation No interpretation of this dream. Answers to questions 2. Yes: I am trying to explain something about the game by reading the text, but not repeat the word  cheat or use any of its terms. Father Andrew arrive. Anxious; why? There was a sense of tension between us; at one point (on a visit) we were about home; at another (like friends of mine in C City; Father Andrew's wife and mother.",Can't recall their names.,"See player behind door in a room with some woman and 3 kids; -- We start in church with Father Andrew in a white leotard wearing black usher's shirt. He says: You have done so well. We begin to drive to Church to hear a liturgy, then go on to find the place where we can hear the liturgy. No one speaks or makes any mention of the liturgy in presence of other relatives. It is not clear if our destination was in the city or in Vienna. Vienna for a while on way back from Vienna; we pass a car that is stuck up in the snow and so slow we can barely make it over the road by just feet and only barely make it over the ice. We seem to be able to reach our destination."
"    'The boardroom shows an old date, and no one seems to notice.',","Interpretation This dream takes place in the college basement, at least the past half-year students who were our classmates in high school when we all moved into an apartment ataver's Hill. We spent the first several months of this apartment in it. The building was rather unpretentious but was more than okay. There were two men inside as well. The men were both my teachers and I had gone there as an experiment because I was interested in computers, etc. Answers to questions 2. Actual participant4. Unpleasant5.",Answers to questions 2:00 pm--(in waking life). Pleasant6. No answer13.,"We were in the country, playing our telephone games with fire wood (a material we bought at home). It seems as if a fire burned through us. The game seemed very fast since only 2 seconds had passed. Then we are awakened. What is so wonderful! Interpretation This was only true with respect to a paper I have written for the telephone game."
"    'The breakroom has been rearranged, and no one seems to notice.',","Interpretation None. Answers to questions 2. A bit annoyed at myself for being unable to get through - I'll make it hard to explain myself to everyone. Very frustrated and disappointed. Answers to questions 2. No comment, neither pleasant6.","Answers to questions 2. Happy3rd or 4th grade5. Unpleasant8. Other people and myself9. No answer10. We got there on our way home--it was at a hospital, only one to leave.","After we've answered all 5 questions they could see us playing--there is some confusion in time! All five answers seem correct and many confused by the others, as though someone had answered wrong and we didn't try to correctly guess the correct answers. They had been given a new name and have now moved us to their own room. As I speak, my hand begins to move from where it would normally go, like the fingers of fingers of thumb on my thumb. But he has moved more weight than me. I feel so weak and tight about this that, then it feels soft and powerful!"
